,,Hokuriku,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Hokuriku
1/27/23,20:00,0,3517,603,0,63,0,81,0,0,0,-121,0,0,4143,15.76
1/27/23,21:00,0,3502,597,0,63,0,73,0,0,0,-143,0,0,4092,17.02
1/27/23,22:00,0,3477,607,0,63,12,56,0,0,0,-173,0,0,4041,17.88
1/27/23,23:00,0,3512,614,0,62,72,37,0,0,0,-61,0,0,4235,17.39
1/28/23,0:00,0,3475,737,0,63,152,16,0,0,6,0,0,0,4450,17.11
1/28/23,1:00,0,3387,582,0,62,249,11,0,0,184,0,0,0,4475,16.27
1/28/23,2:00,0,3356,509,0,63,339,6,0,0,109,0,0,0,4383,15.35
1/28/23,3:00,0,3159,558,0,63,371,2,0,0,111,0,0,0,4265,14.86
1/28/23,4:00,0,3082,477,0,62,348,1,0,0,144,0,0,0,4114,15
1/28/23,5:00,0,3212,513,0,63,291,1,0,0,0,-95,0,0,3984,16.18
1/28/23,6:00,0,3145,565,0,63,177,7,0,0,0,-66,0,0,3891,16.72
1/28/23,7:00,0,3245,626,0,62,45,23,0,2,0,-110,0,0,3893,18.59
1/28/23,8:00,0,3306,814,0,63,1,28,0,100,0,-245,0,0,4067,22.58
1/28/23,9:00,0,3425,859,0,63,0,35,0,99,0,-313,0,0,4168,22.91
1/28/23,10:00,0,3545,777,0,63,0,36,0,99,0,-328,0,0,4194,21.74
1/28/23,11:00,0,3598,610,0,62,0,39,0,99,0,-278,0,0,4131,21.53
1/28/23,12:00,0,3594,580,0,64,0,35,0,4,0,-272,0,0,4005,21.45
1/28/23,13:00,0,3616,590,0,63,0,36,0,0,0,-386,0,0,3920,17.75
1/28/23,14:00,0,3532,604,0,64,0,33,0,0,0,-271,0,0,3962,17.09
1/28/23,15:00,0,3468,613,0,63,0,22,0,0,0,-306,0,0,3859,17.36
1/28/23,16:00,0,3460,692,0,63,0,22,0,0,0,-368,0,0,3869,16.99
1/28/23,17:00,0,3479,819,0,64,0,18,0,0,0,-382,0,0,3998,16.69
1/28/23,18:00,0,3476,793,0,64,0,12,0,0,0,-305,0,0,4039,16.25
1/28/23,19:00,0,3547,643,0,63,0,5,0,0,0,-288,0,0,3970,16.14
1/28/23,20:00,0,3595,590,0,64,0,4,0,0,0,-389,0,0,3865,15.9
1/28/23,21:00,0,3599,481,0,62,0,5,0,0,0,-388,0,0,3759,16.95
1/28/23,22:00,0,3524,427,0,63,14,11,0,0,0,-334,0,0,3705,17.2
1/28/23,23:00,0,3472,448,0,63,94,14,0,0,0,-271,0,0,3819,16.92
1/29/23,0:00,0,3273,445,0,63,258,13,0,0,0,-67,0,0,3985,13.84
1/29/23,1:00,0,3347,609,0,63,396,14,0,0,0,-405,0,0,4025,9.71
1/29/23,2:00,0,3401,483,0,62,336,12,0,0,0,-444,0,0,3851,4.52
1/29/23,3:00,0,3527,391,0,63,274,7,0,0,0,-497,0,0,3766,5.41
1/29/23,4:00,0,3468,402,0,63,262,3,0,0,0,-517,0,0,3681,3.5
1/29/23,5:00,0,3379,414,0,63,248,4,0,0,0,-468,0,0,3640,6.02
1/29/23,6:00,0,3224,433,0,63,131,6,0,0,0,-270,0,0,3587,16.13
1/29/23,7:00,0,3428,439,0,63,43,4,0,0,0,-280,0,0,3697,17.11
1/29/23,8:00,0,3557,669,0,64,1,3,0,51,0,-414,0,0,3930,21.99
1/29/23,9:00,0,3480,1021,0,63,0,5,0,101,0,-634,0,0,4036,22.47
1/29/23,10:00,0,3414,1016,0,64,0,5,0,1,0,-499,0,0,4000,20.21
1/29/23,11:00,0,3493,932,0,65,0,5,0,0,0,-540,0,0,3955,19.71
1/29/23,12:00,0,3644,809,0,64,0,5,0,0,0,-667,0,0,3855,17.48
1/29/23,13:00,0,3578,536,0,64,0,17,0,0,0,-407,0,0,3788,16.77
1/29/23,14:00,0,3656,556,0,63,0,14,0,0,0,-458,0,0,3831,16.04
1/29/23,15:00,0,3513,437,0,64,0,22,0,0,0,-230,0,0,3806,16.74
1/29/23,16:00,0,3497,444,0,64,0,19,0,0,0,-152,0,0,3872,15.32
1/29/23,17:00,0,3573,475,0,64,0,20,0,0,0,-139,0,0,3993,15
1/29/23,18:00,0,3644,498,0,65,0,13,0,0,0,-175,0,0,4044,15.01
1/29/23,19:00,0,3610,499,0,64,0,5,0,0,0,-165,0,0,4013,15.76
1/29/23,20:00,0,3741,490,0,63,0,6,0,0,0,-266,0,0,4034,16.58
1/29/23,21:00,0,3903,657,0,63,0,14,0,1,0,-455,0,0,4184,17.14
1/29/23,22:00,0,4051,755,0,62,10,12,0,50,0,-641,0,0,4298,23.54
1/29/23,23:00,0,3847,677,0,63,42,39,0,98,0,-52,0,0,4714,20.98
1/30/23,0:00,0,3864,854,0,63,56,55,0,0,104,0,0,0,4996,17.57
1/30/23,1:00,0,3708,863,0,63,77,66,0,0,308,0,0,0,5084,16.64
1/30/23,2:00,0,3672,874,0,63,138,96,0,0,199,0,0,0,5041,16.64
1/30/23,3:00,0,4002,699,0,62,208,109,0,0,0,-190,0,0,4889,10.31
1/30/23,4:00,0,3780,672,0,63,194,104,0,0,71,0,0,0,4885,16.37
1/30/23,5:00,0,3732,672,0,63,163,102,0,0,95,0,0,0,4828,16.87
1/30/23,6:00,0,3747,717,0,63,141,100,0,1,0,-7,0,0,4762,16.84
1/30/23,7:00,0,3820,878,0,62,45,94,0,50,0,-193,0,0,4755,19.35
1/30/23,8:00,0,3802,1031,0,64,2,90,0,97,0,-392,0,0,4693,23.82
1/30/23,9:00,0,3802,1128,0,63,0,79,0,99,0,-499,0,0,4671,23.82
1/30/23,10:00,0,3776,857,0,62,0,76,0,99,0,-350,0,0,4521,23.47
1/30/23,11:00,0,3792,822,0,63,0,67,0,9,0,-346,0,0,4408,22.9
1/30/23,12:00,0,3803,699,0,64,0,64,0,0,0,-389,0,0,4241,22.33
1/30/23,13:00,0,3748,541,0,64,0,57,0,0,0,-244,0,0,4166,17.81
1/30/23,14:00,0,3737,536,0,63,0,44,0,0,0,-201,0,0,4179,17.11
1/30/23,15:00,0,3600,449,0,63,0,42,0,0,0,-105,0,0,4048,16.22
1/30/23,16:00,0,3698,443,0,64,0,33,0,0,0,-103,0,0,4134,15.67
1/30/23,17:00,0,3862,487,0,64,0,21,0,0,0,-149,0,0,4285,15.76
1/30/23,18:00,0,3998,468,0,64,0,21,0,0,0,-201,0,0,4349,15.58
1/30/23,19:00,0,3820,543,0,64,0,17,0,0,0,-80,0,0,4364,15.76
1/30/23,20:00,0,3766,586,0,63,0,16,0,0,0,-98,0,0,4333,17.1
1/30/23,21:00,0,3979,689,0,63,0,8,0,2,0,-277,0,0,4464,20.86
1/30/23,22:00,0,4035,819,0,63,36,5,0,97,0,-536,0,0,4519,23.34
1/30/23,23:00,0,3873,746,0,63,182,2,0,0,0,-44,0,0,4822,21.53
1/31/23,0:00,0,3841,766,0,62,405,3,0,0,12,0,0,0,5088,18.52
1/31/23,1:00,0,3436,690,0,63,683,1,0,0,180,0,0,0,5053,16.78
1/31/23,2:00,0,3516,738,0,63,815,1,0,0,0,-194,0,0,4940,15.5
1/31/23,3:00,0,3606,470,0,63,781,3,0,0,0,-308,0,0,4616,12
1/31/23,4:00,0,3674,486,0,63,647,7,0,0,0,-282,0,0,4594,13.51
1/31/23,5:00,0,3598,502,0,63,512,6,0,0,0,-204,0,0,4478,16.64
1/31/23,6:00,0,3343,631,0,63,346,9,0,0,0,-80,0,0,4312,17
1/31/23,7:00,0,3498,764,0,63,120,22,0,3,0,-182,0,0,4288,20.02
1/31/23,8:00,0,3701,989,0,63,4,47,0,100,0,-561,0,0,4342,23.8
1/31/23,9:00,0,3700,1144,0,63,0,60,0,100,0,-660,0,0,4407,24.16
1/31/23,10:00,0,3690,991,0,63,0,71,0,99,0,-614,0,0,4301,23.36
1/31/23,11:00,0,3649,886,0,64,0,70,0,99,0,-582,0,0,4186,22.93
1/31/23,12:00,0,3643,748,0,64,0,54,0,4,0,-508,0,0,4005,22.17
1/31/23,13:00,0,3622,496,0,64,0,56,0,0,0,-332,0,0,3905,17.19
1/31/23,14:00,0,3559,469,0,63,0,53,0,0,0,-216,0,0,3928,16.97
1/31/23,15:00,0,3411,430,0,64,0,64,0,0,0,-135,0,0,3833,17.38
1/31/23,16:00,0,3505,478,0,64,0,77,0,0,0,-182,0,0,3941,16.95
1/31/23,17:00,0,3515,536,0,64,0,78,0,0,0,-123,0,0,4070,16.62
1/31/23,18:00,0,3560,602,0,64,0,82,0,0,0,-178,0,0,4130,16.78
1/31/23,19:00,0,3568,552,0,65,0,84,0,0,0,-200,0,0,4069,16.97
1/31/23,20:00,0,3597,550,0,64,0,87,0,2,0,-234,0,0,4065,17.7
1/31/23,21:00,0,3576,656,0,64,0,89,0,99,0,-370,0,0,4114,22.46
1/31/23,22:00,0,3575,899,0,63,53,98,0,99,0,-631,0,0,4155,23.23
1/31/23,23:00,0,3613,896,0,64,200,100,0,99,0,-545,0,0,4426,22.76
2/1/23,0:00,0,3715,642,0,64,291,93,0,53,0,-281,0,0,4576,20.69
2/1/23,1:00,0,3777,654,0,64,202,97,0,0,0,-262,0,0,4531,17.18
2/1/23,2:00,0,3720,492,0,64,343,93,0,0,0,-161,0,0,4550,15.46
2/1/23,3:00,0,3524,431,0,63,433,91,0,0,0,-210,0,0,4331,11.16
2/1/23,4:00,0,3638,426,0,64,407,80,0,0,0,-241,0,0,4372,15.53
2/1/23,5:00,0,3718,427,0,60,267,78,0,0,0,-228,0,0,4322,16.52
2/1/23,6:00,0,3696,459,0,61,94,71,0,0,0,-116,0,0,4265,17
2/1/23,7:00,0,3766,678,0,61,26,62,0,0,0,-260,0,0,4332,18.24
2/1/23,8:00,0,3921,917,0,60,1,62,0,2,0,-640,0,0,4322,19.36
2/1/23,9:00,0,3905,749,0,61,0,71,0,98,0,-591,0,0,4293,20.37
2/1/23,10:00,0,3805,692,0,61,0,94,0,52,0,-580,0,0,4123,18.55
2/1/23,11:00,0,3780,526,0,60,0,96,0,0,0,-447,0,0,4015,17.8
2/1/23,12:00,0,3484,460,0,61,0,96,0,0,0,-236,0,0,3864,17.26
2/1/23,13:00,0,3307,444,0,61,0,101,0,0,0,-122,0,0,3790,16.91
2/1/23,14:00,0,3343,431,0,61,0,93,0,0,0,-127,0,0,3800,13.48
2/1/23,15:00,0,3375,428,0,61,0,102,0,0,0,-221,0,0,3744,13.44
2/1/23,16:00,0,3475,471,0,61,0,100,0,0,0,-218,0,0,3889,13.92
2/1/23,17:00,0,3582,546,0,61,0,90,0,0,0,-225,0,0,4053,13.27
2/1/23,18:00,0,3669,566,0,61,0,77,0,0,0,-225,0,0,4147,15.7
2/1/23,19:00,0,3625,590,0,61,0,74,0,0,0,-251,0,0,4098,16.04
2/1/23,20:00,0,3560,593,0,61,0,76,0,0,0,-222,0,0,4068,16.64
2/1/23,21:00,0,3665,693,0,61,0,62,0,3,0,-326,0,0,4156,19.28
2/1/23,22:00,0,3743,760,0,61,42,45,0,99,0,-509,0,0,4241,22.24
2/1/23,23:00,0,3710,736,0,61,214,33,0,49,0,-300,0,0,4501,21.96
2/2/23,0:00,0,3617,700,0,61,430,36,0,0,0,-127,0,0,4717,17.78
2/2/23,1:00,0,3413,736,0,61,482,31,0,0,0,-94,0,0,4628,16.93
2/2/23,2:00,0,3257,674,0,61,607,32,0,0,0,-94,0,0,4536,16.01
2/2/23,3:00,0,3181,491,0,60,679,23,0,0,0,-117,0,0,4316,8.29
2/2/23,4:00,0,3334,512,0,61,579,18,0,0,0,-109,0,0,4393,14.54
2/2/23,5:00,0,3281,610,0,61,399,15,0,0,0,-102,0,0,4263,16.85
2/2/23,6:00,0,3297,684,0,61,240,12,0,0,0,-77,0,0,4217,17.51
2/2/23,7:00,0,3429,767,0,61,74,7,0,52,0,-105,0,0,4284,20.14
2/2/23,8:00,0,3456,970,0,63,3,6,0,98,0,-258,0,0,4337,22.59
2/2/23,9:00,0,3546,1011,0,67,0,7,0,98,0,-366,0,0,4362,22.89
2/2/23,10:00,0,3442,907,0,70,0,8,0,55,0,-247,0,0,4235,20.75
2/2/23,11:00,0,3406,865,0,80,0,7,0,0,0,-233,0,0,4125,19.6
2/2/23,12:00,0,3375,772,0,91,0,7,0,0,0,-240,0,0,4003,19.32
2/2/23,13:00,0,3302,720,0,100,0,5,0,0,0,-234,0,0,3892,18.02
2/2/23,14:00,0,3285,713,0,102,0,6,0,0,0,-213,0,0,3892,17.04
2/2/23,15:00,0,3211,475,0,101,0,7,0,0,21,0,0,0,3816,17.44
2/2/23,16:00,0,3265,468,0,102,0,10,0,0,55,0,0,0,3899,16.3
2/2/23,17:00,0,3278,631,0,102,0,14,0,0,42,0,0,0,4067,16.9
2/2/23,18:00,0,3283,727,0,102,0,20,0,0,15,0,0,0,4146,16.64
2/2/23,19:00,0,3321,717,0,102,0,21,0,0,0,-56,0,0,4105,16.54
2/2/23,20:00,0,3286,736,0,102,0,25,0,0,0,-42,0,0,4106,17.11
2/2/23,21:00,0,3513,760,0,102,0,31,0,0,0,-214,0,0,4192,20.69
2/2/23,22:00,0,3536,965,0,102,26,25,0,2,0,-421,0,0,4235,22.66
2/2/23,23:00,0,3397,1020,0,101,91,19,0,97,0,-194,0,0,4531,23.52
2/3/23,0:00,0,3554,1029,0,102,149,12,0,2,0,-109,0,0,4739,21.36
2/3/23,1:00,0,3520,824,0,102,210,7,0,0,32,0,0,0,4694,20.44
2/3/23,2:00,0,3418,750,0,102,274,9,0,0,78,0,0,0,4630,18.44
2/3/23,3:00,0,3480,665,0,101,306,10,0,0,0,-162,0,0,4399,16.72
2/3/23,4:00,0,3523,576,0,102,311,12,0,0,0,-71,0,0,4453,17.08
2/3/23,5:00,0,3422,590,0,102,304,14,0,0,0,-45,0,0,4385,17.69
2/3/23,6:00,0,3429,630,0,102,197,15,0,0,0,-71,0,0,4302,18.14
2/3/23,7:00,0,3435,815,0,101,64,9,0,2,0,-125,0,0,4300,19.26
2/3/23,8:00,0,3436,964,0,102,4,15,0,79,0,-326,0,0,4273,22.95
2/3/23,9:00,0,3416,1156,0,102,0,20,0,80,0,-496,0,0,4277,23.2
2/3/23,10:00,0,3326,1060,0,102,0,37,0,79,0,-426,0,0,4178,20.48
2/3/23,11:00,0,3302,831,0,101,0,45,0,79,0,-292,0,0,4065,20.23
2/3/23,12:00,0,3285,708,0,102,0,45,0,31,0,-239,0,0,3931,20.33
2/3/23,13:00,0,3265,510,0,101,0,44,0,0,0,-45,0,0,3875,18.2
2/3/23,14:00,0,3374,449,0,103,0,39,0,0,0,-46,0,0,3918,17.23
2/3/23,15:00,0,3056,512,0,102,0,36,0,0,105,0,0,0,3811,17.75
2/3/23,16:00,0,3003,652,0,104,0,42,0,0,69,0,0,0,3869,16.61
2/3/23,17:00,0,3069,672,0,103,0,32,0,0,90,0,0,0,3964,16.43
2/3/23,18:00,0,2956,763,0,102,0,38,0,0,120,0,0,0,3978,16.72
2/3/23,19:00,0,2859,826,0,102,0,37,0,0,66,0,0,0,3890,16.51
2/3/23,20:00,0,2902,756,0,102,0,33,0,0,0,-59,0,0,3734,16.29
2/3/23,21:00,0,3165,502,0,101,0,30,0,46,0,-198,0,0,3646,18.41
2/3/23,22:00,0,3154,468,0,102,26,35,0,44,0,-192,0,0,3636,19.13
2/3/23,23:00,0,3176,463,0,102,92,55,0,0,0,-129,0,0,3757,17.16
2/4/23,0:00,0,2909,410,0,102,217,61,0,0,155,0,0,0,3852,14.23
2/4/23,1:00,0,2758,401,0,102,326,60,0,0,199,0,0,0,3844,13.87
2/4/23,2:00,0,2697,416,0,102,269,60,0,0,195,0,0,0,3738,11.98
2/4/23,3:00,0,2730,527,0,101,201,71,0,0,0,-1,0,0,3628,3
2/4/23,4:00,0,2790,416,0,102,132,82,0,0,113,0,0,0,3634,7.53
2/4/23,5:00,0,2942,404,0,102,109,50,0,0,11,0,0,0,3617,13.47
2/4/23,6:00,0,3013,500,0,102,95,26,0,0,0,-153,0,0,3582,15.84
2/4/23,7:00,0,3009,537,0,101,38,12,0,2,0,-65,0,0,3633,16.58
2/4/23,8:00,0,3050,602,0,102,3,6,0,89,0,-124,0,0,3727,17.75
2/4/23,9:00,0,3032,689,0,103,0,2,0,89,0,-161,0,0,3753,19.63
2/4/23,10:00,0,2887,660,0,101,0,2,0,89,0,-75,0,0,3664,17.74
2/4/23,11:00,0,2880,557,0,102,0,8,0,42,0,-12,0,0,3577,17.5
2/4/23,12:00,0,2836,531,0,102,0,10,0,0,0,-30,0,0,3449,17.48
2/4/23,13:00,0,2777,504,0,102,0,9,0,0,1,0,0,0,3393,17.18
2/4/23,14:00,0,2844,495,0,102,0,16,0,0,1,0,0,0,3458,16.46
2/4/23,15:00,0,2869,691,0,102,0,15,0,0,0,-310,0,0,3367,16.36
2/4/23,16:00,0,3038,708,0,102,0,8,0,0,0,-400,0,0,3456,15.84
2/4/23,17:00,0,3253,724,0,102,0,13,0,0,0,-476,0,0,3616,15.87
2/4/23,18:00,0,3262,739,0,102,0,22,0,0,0,-456,0,0,3668,15.89
2/4/23,19:00,0,3259,753,0,102,0,20,0,0,0,-495,0,0,3639,15.9
2/4/23,20:00,0,3282,560,0,102,0,24,0,0,0,-451,0,0,3516,15.85
2/4/23,21:00,0,3182,515,0,102,0,26,0,0,0,-459,0,0,3365,17.12
2/4/23,22:00,0,3060,392,0,101,62,21,0,0,0,-350,0,0,3286,17.33
2/4/23,23:00,0,2881,385,0,102,290,8,0,0,0,-344,0,0,3320,15.63
2/5/23,0:00,0,2669,380,0,102,531,2,0,0,0,-329,0,0,3354,5.01
2/5/23,1:00,0,2461,358,0,101,699,1,0,0,0,-313,0,0,3306,0.51
2/5/23,2:00,0,2028,373,0,102,895,0,0,0,0,-153,0,0,3244,0.01
2/5/23,3:00,0,1910,384,0,102,861,0,0,0,0,-126,0,0,3130,0.01
2/5/23,4:00,0,1852,392,0,102,735,1,0,0,0,-63,0,0,3018,0.01
2/5/23,5:00,0,1887,397,0,101,599,1,0,0,0,-87,0,0,2898,0.01
2/5/23,6:00,0,2286,422,0,102,367,1,0,0,0,-305,0,0,2873,4.35
2/5/23,7:00,0,2727,428,0,102,117,1,0,0,0,-379,0,0,2995,12.93
2/5/23,8:00,0,2968,570,0,102,8,4,0,2,0,-391,0,0,3262,18.25
2/5/23,9:00,0,2920,746,0,101,0,2,0,90,0,-416,0,0,3442,19.71
2/5/23,10:00,0,2939,772,0,102,0,6,0,8,0,-358,0,0,3468,18.39
2/5/23,11:00,0,2966,655,0,102,0,8,0,0,0,-291,0,0,3440,17.57
2/5/23,12:00,0,3089,532,0,102,0,8,0,0,0,-377,0,0,3353,16.97
2/5/23,13:00,0,3078,437,0,102,0,15,0,0,0,-350,0,0,3282,15.77
2/5/23,14:00,0,3060,458,0,102,0,25,0,0,0,-305,0,0,3339,15.14
2/5/23,15:00,0,3089,396,0,102,0,29,0,0,0,-263,0,0,3352,15.94
2/5/23,16:00,0,3121,396,0,103,0,37,0,0,0,-195,0,0,3461,15.55
2/5/23,17:00,0,3201,438,0,102,0,44,0,0,0,-142,0,0,3643,15.62
2/5/23,18:00,0,3262,455,0,102,0,40,0,0,0,-129,0,0,3730,15.68
2/5/23,19:00,0,3329,456,0,102,0,42,0,0,0,-193,0,0,3736,15.68
2/5/23,20:00,0,3379,491,0,102,0,41,0,0,0,-287,0,0,3725,15.98
2/5/23,21:00,0,3533,682,0,102,1,50,0,47,0,-561,0,0,3852,19.15
2/5/23,22:00,0,3533,846,0,102,64,43,0,89,0,-699,0,0,3978,21.04
2/5/23,23:00,0,3305,638,0,102,264,45,0,44,0,-151,0,0,4247,20.73
2/6/23,0:00,0,3285,539,0,102,515,37,0,0,0,-104,0,0,4373,17.96
2/6/23,1:00,0,3102,515,0,102,711,31,0,0,0,-217,0,0,4243,15.92
2/6/23,2:00,0,3108,423,0,102,827,35,0,0,0,-375,0,0,4120,12.83
2/6/23,3:00,0,2740,388,0,101,859,30,0,0,0,-275,0,0,3842,6.11
2/6/23,4:00,0,3151,463,0,102,750,22,0,0,0,-605,0,0,3882,12.83
2/6/23,5:00,0,3187,486,0,102,585,16,0,0,0,-559,0,0,3816,15.59
2/6/23,6:00,0,3076,619,0,102,327,13,0,0,0,-386,0,0,3750,16.12
2/6/23,7:00,0,3335,763,0,102,96,11,0,46,0,-530,0,0,3823,17.25
2/6/23,8:00,0,3396,1018,0,102,6,8,0,89,0,-721,0,0,3898,20.94
2/6/23,9:00,0,3398,1129,0,101,0,5,0,89,0,-773,0,0,3949,20.92
2/6/23,10:00,0,3372,865,0,102,0,5,0,50,0,-549,0,0,3844,19.51
2/6/23,11:00,0,3277,601,0,102,0,7,0,0,0,-248,0,0,3739,17.79
2/6/23,12:00,0,3113,554,0,102,0,6,0,0,0,-184,0,0,3590,17.79
2/6/23,13:00,0,3010,549,0,102,0,6,0,0,0,-102,0,0,3565,17.09
2/6/23,14:00,0,3106,471,0,101,0,4,0,0,0,-118,0,0,3564,16.09
2/6/23,15:00,0,3015,414,0,102,0,3,0,0,0,-35,0,0,3498,15.99
2/6/23,16:00,0,3170,425,0,102,0,1,0,0,0,-105,0,0,3592,15
2/6/23,17:00,0,3216,441,0,102,0,2,0,0,18,0,0,0,3778,15.48
2/6/23,18:00,0,3265,447,0,102,0,2,0,0,71,0,0,0,3887,15.83
2/6/23,19:00,0,3265,463,0,102,0,4,0,0,27,0,0,0,3860,15.89
2/6/23,20:00,0,3232,503,0,102,0,5,0,0,0,-20,0,0,3821,16.11
2/6/23,21:00,0,3372,495,0,102,0,2,0,2,0,-78,0,0,3895,17.64
2/6/23,22:00,0,3505,518,0,102,45,1,0,95,0,-316,0,0,3950,21.11
2/6/23,23:00,0,3439,641,0,102,261,1,0,94,0,-404,0,0,4134,21.25
2/7/23,0:00,0,3052,678,0,93,508,0,0,0,0,-118,0,0,4213,19.76
2/7/23,1:00,0,2885,649,0,75,679,0,0,0,0,-175,0,0,4113,18.42
2/7/23,2:00,0,2909,596,0,61,734,2,0,0,0,-277,0,0,4023,16.96
2/7/23,3:00,0,2888,484,0,61,627,5,0,0,0,-291,0,0,3773,16.68
2/7/23,4:00,0,3009,446,0,61,541,9,0,0,0,-206,0,0,3859,17
2/7/23,5:00,0,2990,524,0,61,448,10,0,0,0,-190,0,0,3842,17.08
2/7/23,6:00,0,3113,494,0,61,265,13,0,0,0,-164,0,0,3781,18
2/7/23,7:00,0,3244,595,0,61,80,14,0,47,0,-183,0,0,3858,20.3
2/7/23,8:00,0,3178,862,0,60,6,17,0,89,0,-330,0,0,3881,20.84
2/7/23,9:00,0,3172,924,0,61,0,14,0,89,0,-372,0,0,3888,20.73
2/7/23,10:00,0,3013,806,0,61,0,17,0,36,0,-161,0,0,3772,18.84
2/7/23,11:00,0,2889,720,0,61,0,17,0,0,0,-3,0,0,3683,17.31
2/7/23,12:00,0,2996,590,0,61,0,16,0,0,0,-109,0,0,3553,17.29
2/7/23,13:00,0,3095,466,0,61,0,13,0,0,0,-129,0,0,3505,16.62
2/7/23,14:00,0,3063,445,0,61,0,12,0,0,0,-93,0,0,3487,15.83
2/7/23,15:00,0,3030,406,0,62,0,11,0,0,0,-103,0,0,3405,15.81
2/7/23,16:00,0,3113,404,0,61,0,12,0,0,0,-73,0,0,3517,15.55
2/7/23,17:00,0,3172,446,0,61,0,13,0,0,33,0,0,0,3724,15.6
2/7/23,18:00,0,3184,539,0,61,0,15,0,0,65,0,0,0,3863,15.3
2/7/23,19:00,0,3046,547,0,61,0,13,0,0,188,0,0,0,3855,15.6
2/7/23,20:00,0,3109,557,0,62,0,10,0,0,125,0,0,0,3863,15.93
2/7/23,21:00,0,3263,520,0,61,0,4,0,0,39,0,0,0,3887,16.25
2/7/23,22:00,0,3225,532,0,60,37,6,0,0,67,0,0,0,3927,16.83
2/7/23,23:00,0,3205,561,0,61,158,5,0,47,92,0,0,0,4129,16.84
2/8/23,0:00,0,3247,612,0,61,300,8,0,44,1,0,0,0,4272,16.9
2/8/23,1:00,0,3279,559,0,61,251,8,0,0,66,0,0,0,4223,13.16
2/8/23,2:00,0,3383,555,0,61,148,9,0,0,43,0,0,0,4199,6.5
2/8/23,3:00,0,3274,376,0,61,174,32,0,0,92,0,0,0,4009,0.02
2/8/23,4:00,0,3464,463,0,61,204,46,0,0,0,-105,0,0,4133,9.4
2/8/23,5:00,0,3463,428,0,60,227,79,0,0,0,-132,0,0,4124,15.42
2/8/23,6:00,0,3301,382,0,61,269,73,0,0,0,-29,0,0,4057,16.06
2/8/23,7:00,0,3200,455,0,61,111,53,0,47,147,0,0,0,4073,17.2
2/8/23,8:00,0,3160,881,0,61,8,41,0,89,0,-169,0,0,4071,20.13
2/8/23,9:00,0,3231,934,0,61,0,36,0,89,0,-265,0,0,4086,20.47
2/8/23,10:00,0,3202,795,0,61,0,28,0,89,0,-212,0,0,3963,18.64
2/8/23,11:00,0,3109,577,0,61,0,24,0,89,0,-2,0,0,3857,16.97
2/8/23,12:00,0,3233,501,0,61,0,31,0,8,0,-115,0,0,3718,16.71
2/8/23,13:00,0,3170,425,0,61,0,38,0,0,0,-56,0,0,3637,16.4
2/8/23,14:00,0,3250,431,0,61,0,34,0,0,0,-136,0,0,3640,15.88
2/8/23,15:00,0,3193,404,0,61,0,28,0,0,0,-107,0,0,3578,15.88
2/8/23,16:00,0,3286,427,0,61,0,28,0,0,0,-112,0,0,3690,15
2/8/23,17:00,0,3395,530,0,61,0,37,0,0,0,-146,0,0,3877,15
2/8/23,18:00,0,3409,646,0,60,0,45,0,0,0,-205,0,0,3955,15
2/8/23,19:00,0,3259,618,0,61,0,44,0,0,0,-38,0,0,3943,15
2/8/23,20:00,0,3327,583,0,61,0,45,0,0,0,-103,0,0,3912,15.75
2/8/23,21:00,0,3305,641,0,61,1,43,0,0,0,-50,0,0,4000,16.64
2/8/23,22:00,0,3368,606,0,61,50,25,0,47,0,-126,0,0,4029,17.54
2/8/23,23:00,0,3166,630,0,61,231,18,0,44,119,0,0,0,4268,17.24
2/9/23,0:00,0,3027,770,0,60,459,21,0,0,35,0,0,0,4371,16.44
2/9/23,1:00,0,2896,608,0,61,654,23,0,0,14,0,0,0,4257,15.42
2/9/23,2:00,0,3088,502,0,61,772,27,0,0,0,-253,0,0,4195,12.82
2/9/23,3:00,0,2833,410,0,60,779,27,0,0,0,-183,0,0,3924,5.63
2/9/23,4:00,0,2932,401,0,61,718,29,0,0,0,-173,0,0,3967,13.85
2/9/23,5:00,0,3010,432,0,61,633,30,0,0,0,-200,0,0,3966,15.13
2/9/23,6:00,0,3024,487,0,61,379,27,0,0,0,-76,0,0,3902,16.14
2/9/23,7:00,0,3218,571,0,60,147,22,0,2,0,-16,0,0,4003,16.79
2/9/23,8:00,0,3303,968,0,61,11,23,0,89,0,-362,0,0,4094,20.53
2/9/23,9:00,0,3349,913,0,61,0,24,0,89,0,-249,0,0,4188,21.35
2/9/23,10:00,0,3269,823,0,60,0,28,0,89,0,-201,0,0,4068,19.86
2/9/23,11:00,0,3227,743,0,61,0,17,0,89,0,-180,0,0,3956,17.8
2/9/23,12:00,0,3276,682,0,61,0,17,0,2,0,-227,0,0,3811,17
2/9/23,13:00,0,3360,569,0,61,0,19,0,0,0,-274,0,0,3735,16.26
2/9/23,14:00,0,3299,590,0,61,0,15,0,0,0,-245,0,0,3719,16.03
2/9/23,15:00,0,3213,471,0,61,0,17,0,0,0,-117,0,0,3645,16.36
2/9/23,16:00,0,3050,583,0,60,0,28,0,0,32,0,0,0,3752,15.69
