,,Kansai,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Kansai
9/9/22,23:00,2840,6495,1685,0,62,1551,2,-1200,0,2585,0,0,0,14022,13
9/10/22,0:00,2840,6709,1719,0,62,2314,4,-845,0,2811,0,0,0,15615,14.25
9/10/22,1:00,2840,6903,1744,0,62,2590,3,-811,0,3428,0,0,0,16759,15.13
9/10/22,2:00,2841,6799,1812,0,62,3186,4,-1149,0,4250,0,0,0,17805,18.25
9/10/22,3:00,2839,6870,1814,0,62,3266,3,-1297,0,4814,0,0,0,18371,16.41
9/10/22,4:00,2838,6772,1837,0,62,3213,7,-1443,0,5111,0,0,0,18397,15.82
9/10/22,5:00,2838,6543,1895,0,62,3382,7,-661,0,5029,0,0,0,19096,17.37
9/10/22,6:00,2838,6345,1996,0,62,2824,6,-167,0,5226,0,0,0,19131,23
9/10/22,7:00,2838,6783,2164,0,62,2046,4,0,806,4327,0,0,0,19031,21.84
9/10/22,8:00,2839,7270,2228,0,62,1124,2,0,1276,3824,0,0,0,18625,28.81
9/10/22,9:00,2839,7782,2244,0,62,401,1,0,1434,3283,0,0,0,18046,37.23
9/10/22,10:00,2838,8529,2449,0,62,8,0,0,835,3167,0,0,0,17889,34.56
9/10/22,11:00,2836,8010,2281,0,62,0,0,0,347,3783,0,0,0,17320,32.52
9/10/22,12:00,2836,7725,2120,0,62,0,0,0,348,3389,0,0,0,16481,25.85
9/10/22,13:00,2836,7354,2003,0,62,0,0,0,296,3174,0,0,0,15726,28.78
9/10/22,14:00,2837,6955,1936,0,62,0,0,0,268,3049,0,0,0,15107,26.5
9/10/22,15:00,2837,6298,1791,0,62,0,1,0,268,3165,0,0,0,14423,20.01
9/10/22,16:00,2839,5640,1732,0,62,0,2,0,152,2816,0,0,0,13244,21.01
9/10/22,17:00,2839,5451,1709,0,62,0,4,-540,0,2929,0,0,0,12455,17.48
9/10/22,18:00,2839,5500,1717,0,62,0,0,-523,0,2788,0,0,0,12385,16.94
9/10/22,19:00,2839,5684,1706,0,62,0,0,-564,0,2873,0,0,0,12600,16.39
9/10/22,20:00,2838,5982,1706,0,62,0,0,-651,0,2684,0,0,0,12622,16.78
9/10/22,21:00,2839,5807,1702,0,62,20,1,-568,0,2529,0,0,0,12392,17.83
9/10/22,22:00,2840,5546,1689,0,62,616,1,-760,0,2437,0,0,0,12432,16.43
9/10/22,23:00,2840,5593,1659,0,62,1691,1,-1099,0,2583,0,0,0,13331,8.65
9/11/22,0:00,2839,5777,1816,0,62,2779,2,-1510,0,3054,0,0,0,14820,0.01
9/11/22,1:00,2840,5928,1869,0,62,3662,5,-1457,0,3396,0,0,0,16305,0.01
9/11/22,2:00,2839,5784,1904,0,62,4406,7,-1338,0,3900,0,0,0,17564,0.61
9/11/22,3:00,2837,5899,2089,0,62,4672,7,-1797,0,4632,0,0,0,18403,3.1
9/11/22,4:00,2837,5660,2136,0,62,4528,8,-1754,0,5382,0,0,0,18860,12.27
9/11/22,5:00,2836,6180,2166,0,62,4138,10,-1742,0,5380,0,0,0,19030,12.47
9/11/22,6:00,2836,6524,2239,0,62,3573,9,-1565,0,5399,0,0,0,19077,13.64
9/11/22,7:00,2835,7113,2332,0,62,2700,6,-93,0,4225,0,0,0,19180,7.87
9/11/22,8:00,2834,8046,2382,0,62,1631,3,0,567,3882,0,0,0,19407,17.15
9/11/22,9:00,2835,8528,2468,0,62,524,0,0,734,4241,0,0,0,19394,26
9/11/22,10:00,2835,8819,2462,0,62,7,0,0,850,4238,0,0,0,19274,33.86
9/11/22,11:00,2834,8216,2480,0,62,0,2,0,859,4215,0,0,0,18669,27.99
9/11/22,12:00,2834,7337,2399,0,62,0,2,0,903,4261,0,0,0,17799,30.81
9/11/22,13:00,2834,7132,2111,0,62,0,5,0,645,4027,0,0,0,16815,23.81
9/11/22,14:00,2835,6424,1878,0,62,0,10,0,302,4323,0,0,0,15834,28.31
9/11/22,15:00,2834,6029,1857,0,62,0,10,0,304,3851,0,0,0,14946,18.7
9/11/22,16:00,2834,5534,1773,0,62,0,8,-47,0,3441,0,0,0,13605,17.62
9/11/22,17:00,2835,5356,1767,0,62,0,3,-1037,0,3753,0,0,0,12740,17.43
9/11/22,18:00,2836,5411,1811,0,62,0,2,-1460,0,3978,0,0,0,12641,16.83
9/11/22,19:00,2837,5536,1810,0,62,0,1,-1321,0,3982,0,0,0,12907,16.54
9/11/22,20:00,2837,5534,1813,0,62,0,0,-1064,0,3792,0,0,0,12976,16.49
9/11/22,21:00,2837,5536,1805,0,62,18,1,-1375,0,4241,0,0,0,13125,18.14
9/11/22,22:00,2837,5745,1863,0,62,602,2,-1359,0,4368,0,0,0,14121,19.19
9/11/22,23:00,2837,6458,1878,0,62,1681,3,-548,0,4047,0,0,0,16418,19.24
9/12/22,0:00,2836,7418,2066,0,62,2860,4,0,280,4162,0,0,0,19688,14.48
9/12/22,1:00,2835,8053,2200,0,62,3856,5,0,373,4898,0,0,0,22283,19.47
9/12/22,2:00,2834,7854,2408,0,62,4509,7,0,295,5530,0,0,0,23500,20
9/12/22,3:00,2834,8398,2477,0,62,4754,9,0,81,5676,0,0,0,24292,24.5
9/12/22,4:00,2834,8962,2493,0,62,4544,10,-385,0,5470,0,0,0,23990,20.62
9/12/22,5:00,2834,9997,2631,0,62,4019,10,0,149,5192,0,0,0,24895,37.13
9/12/22,6:00,2836,11310,2644,0,62,3383,8,0,288,4569,0,0,0,25101,43.27
9/12/22,7:00,2834,12048,2631,0,62,2540,5,0,641,4227,0,0,0,24988,45.41
9/12/22,8:00,2833,12342,2635,0,62,1535,2,0,1653,3780,0,0,0,24842,61.49
9/12/22,9:00,2834,12154,2628,0,62,494,0,0,714,4604,0,0,0,23490,53.46
9/12/22,10:00,2834,12572,2552,0,62,5,0,0,843,3553,0,0,0,22423,42.59
9/12/22,11:00,2834,11528,2549,0,62,0,1,0,273,3832,0,0,0,21079,40.28
9/12/22,12:00,2835,10214,2338,0,62,0,1,0,128,4095,0,0,0,19675,39.21
9/12/22,13:00,2835,9482,2014,0,62,0,3,0,131,4124,0,0,0,18650,33.85
9/12/22,14:00,2835,8271,1947,0,62,0,1,0,124,4442,0,0,0,17683,28
9/12/22,15:00,2835,7613,1927,0,62,0,1,0,120,3975,0,0,0,16533,20.24
9/12/22,16:00,2836,7512,1736,0,62,0,0,-687,0,3613,0,0,0,15072,21.97
9/12/22,17:00,2836,7207,1676,0,62,0,0,-1440,0,3703,0,0,0,14044,18.24
9/12/22,18:00,2835,6978,1657,0,62,0,2,-1486,0,3818,0,0,0,13867,19.26
9/12/22,19:00,2835,7078,1640,0,62,0,2,-1541,0,3944,0,0,0,14021,21.56
9/12/22,20:00,2835,7128,1653,0,62,0,2,-1548,0,3911,0,0,0,14044,20.12
9/12/22,21:00,2836,7223,1647,0,62,16,4,-1542,0,3924,0,0,0,14170,21.23
9/12/22,22:00,2836,7416,1730,0,62,563,5,-1242,0,3677,0,0,0,15048,21.61
9/12/22,23:00,2837,7629,1796,0,62,1590,4,-841,0,4048,0,0,0,17125,21.59
9/13/22,0:00,2838,9079,2045,0,62,2727,5,0,58,3547,0,0,0,20362,19.12
9/13/22,1:00,2837,9720,2235,0,62,3756,6,0,138,4143,0,0,0,22897,27.44
9/13/22,2:00,2835,10105,2377,0,62,4445,6,0,132,4106,0,0,0,24069,34.28
9/13/22,3:00,2834,10607,2472,0,62,4698,9,0,169,4138,0,0,0,24989,36.89
9/13/22,4:00,2832,10171,2505,0,62,4558,9,0,176,4312,0,0,0,24626,35.11
9/13/22,5:00,2832,12067,2570,0,62,4133,8,0,301,3732,0,0,0,25705,41.94
9/13/22,6:00,2833,12318,2637,0,62,3482,7,0,409,4119,0,0,0,25867,43.13
9/13/22,7:00,2834,12636,2623,0,62,2617,5,0,776,4226,0,0,0,25779,49.45
9/13/22,8:00,2833,12648,2479,0,62,1529,3,0,1510,4534,0,0,0,25598,55.37
9/13/22,9:00,2831,12494,2373,0,62,469,1,0,1880,3987,0,0,0,24097,42.91
9/13/22,10:00,2830,12383,2371,0,62,3,2,0,717,4660,0,0,0,23029,40.16
9/13/22,11:00,2828,11192,2307,0,62,0,8,0,233,4991,0,0,0,21623,39.14
9/13/22,12:00,2829,10665,2278,0,62,0,8,0,0,4395,0,0,0,20238,39.25
9/13/22,13:00,2830,9812,2107,0,62,0,6,0,0,4297,0,0,0,19114,34.98
9/13/22,14:00,2832,8365,1840,0,62,0,5,0,105,4758,0,0,0,17967,28.31
9/13/22,15:00,2830,8007,1762,0,62,0,4,0,138,4018,0,0,0,16822,23.33
9/13/22,16:00,2830,7279,1622,0,62,0,3,-265,0,3766,0,0,0,15297,27.05
9/13/22,17:00,2832,7410,1532,0,62,0,4,-1065,0,3508,0,0,0,14283,28
9/13/22,18:00,2833,7547,1531,0,62,0,5,-1276,0,3460,0,0,0,14163,22.5
9/13/22,19:00,2834,7668,1541,0,62,0,4,-1301,0,3488,0,0,0,14296,21.61
9/13/22,20:00,2832,7666,1530,0,62,0,2,-1299,0,3429,0,0,0,14223,21.61
9/13/22,21:00,2833,7868,1522,0,62,14,2,-1468,0,3475,0,0,0,14309,22.96
9/13/22,22:00,2835,8060,1618,0,62,556,4,-1312,0,3393,0,0,0,15217,22.09
9/13/22,23:00,2834,8115,1721,0,62,1589,4,-606,0,3580,0,0,0,17299,20.03
9/14/22,0:00,2833,9334,2044,0,62,2681,4,-76,0,3797,0,0,0,20680,20.24
9/14/22,1:00,2833,9678,2280,0,62,3451,5,0,133,4731,0,0,0,23174,29.73
9/14/22,2:00,2834,9945,2405,0,62,3892,7,0,130,4872,0,0,0,24147,34.41
9/14/22,3:00,2833,10204,2433,0,62,4077,9,0,19,5126,0,0,0,24764,35.11
9/14/22,4:00,2832,10047,2382,0,62,4067,9,-615,0,5643,0,0,0,24428,34.11
9/14/22,5:00,2831,11675,2424,0,62,3856,9,0,125,4503,0,0,0,25485,42.59
9/14/22,6:00,2831,12271,2567,0,62,3349,7,0,308,4446,0,0,0,25841,46.11
9/14/22,7:00,2830,12712,2623,0,62,2442,6,0,482,4576,0,0,0,25732,47.5
9/14/22,8:00,2828,12918,2619,0,62,1440,4,0,704,4859,0,0,0,25436,62.29
9/14/22,9:00,2830,12943,2611,0,62,427,3,0,601,4275,0,0,0,23752,48
9/14/22,10:00,2833,12939,2492,0,62,2,6,0,558,3774,0,0,0,22666,46.29
9/14/22,11:00,2834,11989,2193,0,62,0,11,0,169,4102,0,0,0,21362,40.05
9/14/22,12:00,2832,11250,2026,0,62,0,13,0,126,3760,0,0,0,20070,37.53
9/14/22,13:00,2830,10130,1735,0,62,0,7,0,96,3999,0,0,0,18858,34.01
9/14/22,14:00,2828,8950,1709,0,62,0,3,0,140,4080,0,0,0,17773,28.33
9/14/22,15:00,2829,8573,1635,0,62,0,4,0,171,3409,0,0,0,16684,21.73
9/14/22,16:00,2831,7108,1646,0,62,0,2,0,39,3564,0,0,0,15254,21.56
9/14/22,17:00,2833,6822,1595,0,62,0,0,-458,0,3438,0,0,0,14293,20.12
9/14/22,18:00,2833,6549,1628,0,62,0,0,-488,0,3463,0,0,0,14048,17.76
9/14/22,19:00,2833,6775,1627,0,62,0,1,-481,0,3401,0,0,0,14218,19.05
9/14/22,20:00,2833,6675,1626,0,62,0,1,-489,0,3454,0,0,0,14162,18.5
9/14/22,21:00,2834,6938,1632,0,62,11,1,-478,0,3236,0,0,0,14238,21.71
9/14/22,22:00,2836,7308,1648,0,62,502,2,-488,0,3246,0,0,0,15117,27
9/14/22,23:00,2836,7585,1772,0,62,1576,3,-18,0,3472,0,0,0,17287,22.96
9/15/22,0:00,2835,9398,2006,0,62,2731,4,0,189,3304,0,0,0,20530,15.93
9/15/22,1:00,2835,9909,2295,0,62,3553,3,0,131,4318,0,0,0,23108,27.81
9/15/22,2:00,2835,10449,2491,0,62,4100,6,0,131,4104,0,0,0,24179,28.78
9/15/22,3:00,2833,10557,2542,0,62,4303,8,0,135,4371,0,0,0,24811,34.66
9/15/22,4:00,2832,9624,2548,0,62,4189,9,0,135,4931,0,0,0,24330,26.53
9/15/22,5:00,2832,11704,2571,0,62,3887,9,0,128,4074,0,0,0,25267,39.59
9/15/22,6:00,2831,12340,2651,0,62,3211,8,0,133,4095,0,0,0,25332,43.16
9/15/22,7:00,2831,12393,2660,0,62,2374,9,0,264,4519,0,0,0,25113,43.12
9/15/22,8:00,2831,12843,2665,0,62,1382,11,0,310,4647,0,0,0,24751,58.8
9/15/22,9:00,2833,12802,2632,0,62,401,10,0,179,4233,0,0,0,23153,59.05
9/15/22,10:00,2834,12953,2480,0,62,1,15,0,68,3803,0,0,0,22217,54.4
9/15/22,11:00,2833,12096,2271,0,62,0,16,0,101,3494,0,0,0,20873,42.26
9/15/22,12:00,2832,11161,2103,0,62,0,16,0,117,3308,0,0,0,19599,40.55
9/15/22,13:00,2831,9857,1876,0,62,0,15,0,143,3810,0,0,0,18594,34.28
9/15/22,14:00,2831,8722,1849,0,62,0,13,0,131,3902,0,0,0,17511,28.8
9/15/22,15:00,2833,8179,1822,0,62,0,15,0,164,3379,0,0,0,16455,22.19
9/15/22,16:00,2834,7074,1945,0,62,0,17,0,132,2843,0,0,0,14907,23.97
9/15/22,17:00,2834,6592,1736,0,62,0,12,-148,0,2862,0,0,0,13951,23.17
9/15/22,18:00,2835,6498,1727,0,62,0,12,-184,0,2914,0,0,0,13863,26.5
9/15/22,19:00,2835,6575,1714,0,62,0,10,-178,0,3018,0,0,0,14037,25.5
9/15/22,20:00,2836,6417,1723,0,62,0,10,-180,0,3125,0,0,0,13993,28
9/15/22,21:00,2837,6427,1713,0,62,10,14,-221,0,3201,0,0,0,14042,28
9/15/22,22:00,2837,6927,1748,0,62,512,15,-479,0,3091,0,0,0,14713,26.5
9/15/22,23:00,2837,7414,1810,0,62,1653,13,-568,0,3393,0,0,0,16614,18.1
9/16/22,0:00,2837,8815,1972,0,62,2823,10,0,138,2727,0,0,0,19385,9.33
9/16/22,1:00,2836,8912,2325,0,62,3774,8,0,141,3546,0,0,0,21604,12.19
9/16/22,2:00,2836,8519,2414,0,62,4382,10,-110,0,4452,0,0,0,22566,18.44
9/16/22,3:00,2837,9002,2466,0,62,4622,13,-144,0,4240,0,0,0,23098,15.36
9/16/22,4:00,2838,8769,2415,0,62,4616,12,-263,0,4122,0,0,0,22572,14.82
9/16/22,5:00,2837,9378,2515,0,62,4291,9,-262,0,4543,0,0,0,23373,34.92
9/16/22,6:00,2838,10798,2624,0,62,3585,7,0,38,3518,0,0,0,23470,40.38
9/16/22,7:00,2837,11591,2617,0,62,2584,6,0,143,3474,0,0,0,23314,40.59
9/16/22,8:00,2837,12973,2607,0,62,1373,4,0,187,2651,0,0,0,22694,49.79
9/16/22,9:00,2838,12500,2638,0,62,329,7,0,172,2386,0,0,0,20933,61.22
9/16/22,10:00,2837,12095,2559,0,62,0,13,0,94,2427,0,0,0,20088,59.67
9/16/22,11:00,2837,11235,2262,0,62,0,15,0,0,2550,0,0,0,18961,47.78
9/16/22,12:00,2837,9674,1926,0,62,0,10,0,0,3300,0,0,0,17811,37.2
9/16/22,13:00,2839,8671,1819,0,62,0,9,0,36,3462,0,0,0,16898,34.11
9/16/22,14:00,2840,7741,1778,0,62,0,9,0,134,3580,0,0,0,16144,31.5
9/16/22,15:00,2842,7219,1758,0,62,0,5,0,143,3374,0,0,0,15404,23.53
9/16/22,16:00,2843,5532,1683,0,62,0,9,0,151,3896,0,0,0,14176,30.68
9/16/22,17:00,2843,5426,1655,0,62,0,10,0,134,3204,0,0,0,13335,29.57
9/16/22,18:00,2843,5483,1587,0,62,0,9,0,137,3109,0,0,0,13230,28.32
9/16/22,19:00,2843,5719,1530,0,62,0,10,0,134,3137,0,0,0,13435,33.37
9/16/22,20:00,2842,5638,1519,0,62,0,13,0,153,3154,0,0,0,13382,29.27
9/16/22,21:00,2842,5604,1509,0,62,6,14,0,144,3178,0,0,0,13360,31.5
9/16/22,22:00,2842,5319,1612,0,62,339,17,0,277,2990,0,0,0,13458,24.72
9/16/22,23:00,2843,5309,1751,0,62,1029,19,-299,0,3418,0,0,0,14131,23
9/17/22,0:00,2844,6146,1874,0,62,1593,25,-349,0,3417,0,0,0,15614,23
9/17/22,1:00,2845,6208,1964,0,62,1815,25,-239,0,4510,0,0,0,17190,23
9/17/22,2:00,2844,5899,2136,0,62,1831,26,-118,0,5100,0,0,0,17781,24.44
9/17/22,3:00,2841,5854,2333,0,62,1694,24,-97,0,5091,0,0,0,17803,23.44
9/17/22,4:00,2842,6064,2341,0,62,1508,22,-127,0,4950,0,0,0,17663,23.79
9/17/22,5:00,2842,6183,2381,0,62,1265,17,0,129,4874,0,0,0,17754,30.07
9/17/22,6:00,2842,6778,2377,0,62,1029,17,0,121,4366,0,0,0,17594,36.74
9/17/22,7:00,2840,8009,2403,0,62,713,17,0,132,3241,0,0,0,17419,40.55
9/17/22,8:00,2840,8702,2378,0,62,437,16,0,187,2845,0,0,0,17468,40.51
9/17/22,9:00,2840,8733,2187,0,62,121,19,0,268,3137,0,0,0,17368,39.37
9/17/22,10:00,2839,8912,2216,0,62,0,20,0,329,3182,0,0,0,17560,39.69
9/17/22,11:00,2839,7798,2167,0,62,0,22,0,228,3946,0,0,0,17064,42.08
9/17/22,12:00,2840,7482,2054,0,62,0,29,0,156,3702,0,0,0,16326,35.38
9/17/22,13:00,2842,7420,2031,0,62,0,30,0,135,3072,0,0,0,15592,35
9/17/22,14:00,2840,7219,1940,0,62,0,29,0,123,2808,0,0,0,15022,34.34
9/17/22,15:00,2843,6144,1922,0,62,0,36,0,110,3255,0,0,0,14373,28.25
9/17/22,16:00,2844,5422,1848,0,62,0,42,0,155,2891,0,0,0,13265,25.51
9/17/22,17:00,2844,5012,1834,0,62,0,44,0,34,2676,0,0,0,12506,20.78
9/17/22,18:00,2843,5344,1813,0,62,0,53,-452,0,2861,0,0,0,12525,19.12
9/17/22,19:00,2844,5474,1812,0,62,0,69,-498,0,3053,0,0,0,12817,21.95
9/17/22,20:00,2845,5518,1811,0,62,0,60,-490,0,3057,0,0,0,12863,25.57
9/17/22,21:00,2845,5299,1810,0,62,7,67,-492,0,3238,0,0,0,12836,23.5
9/17/22,22:00,2844,5136,1820,0,62,405,71,-538,0,3065,0,0,0,12866,19.69
9/17/22,23:00,2844,5237,1942,0,62,986,90,-1307,0,3810,0,0,0,13665,21.27
9/18/22,0:00,2845,5168,2001,0,62,1686,105,-1105,0,4369,0,0,0,15132,22.81
9/18/22,1:00,2845,5117,2130,0,62,2398,115,-740,0,4795,0,0,0,16723,23.5
9/18/22,2:00,2846,4992,2351,0,62,2497,118,-551,0,5301,0,0,0,17616,26.44
9/18/22,3:00,2844,5468,2435,0,62,2260,120,-756,0,5751,0,0,0,18184,28.82
9/18/22,4:00,2842,5665,2462,0,62,2119,129,-449,0,5453,0,0,0,18283,31.88
9/18/22,5:00,2843,5706,2453,0,62,1700,137,0,206,5178,0,0,0,18286,34.94
9/18/22,6:00,2842,6054,2519,0,62,1193,140,0,308,4942,0,0,0,18061,42.83
9/18/22,7:00,2841,6656,2555,0,62,696,148,0,418,4420,0,0,0,17796,44.09
9/18/22,8:00,2841,7478,2612,0,62,367,160,0,602,3679,0,0,0,17801,42.4
9/18/22,9:00,2841,8324,2602,0,62,109,166,0,529,3375,0,0,0,18009,41.71
9/18/22,10:00,2842,8985,2586,0,65,0,168,0,241,3477,0,0,0,18364,45
9/18/22,11:00,2844,8440,2426,0,68,0,165,0,195,3891,0,0,0,18029,42.38
9/18/22,12:00,2845,8292,2056,0,68,0,169,0,136,3785,0,0,0,17352,45
9/18/22,13:00,2846,8009,1892,0,68,0,163,0,30,3552,0,0,0,16559,42.19
9/18/22,14:00,2845,7009,1875,0,68,0,153,0,44,3815,0,0,0,15809,34.81
9/18/22,15:00,2843,6297,1855,0,68,0,145,0,127,3729,0,0,0,15064,27.8
9/18/22,16:00,2842,5051,1843,0,68,0,147,0,120,3851,0,0,0,13922,24.79
9/18/22,17:00,2842,4505,1837,0,68,0,135,-113,0,3788,0,0,0,13061,21.51
9/18/22,18:00,2842,4713,1833,0,68,0,128,-66,0,3469,0,0,0,12987,19.86
9/18/22,19:00,2843,4672,1821,0,68,0,126,0,122,3548,0,0,0,13200,23.41
9/18/22,20:00,2843,4802,1820,0,68,0,124,0,15,3622,0,0,0,13294,23.93
9/18/22,21:00,2846,4847,1822,0,68,0,112,-203,0,3765,0,0,0,13256,24.94
9/18/22,22:00,2846,5214,1850,0,68,102,113,0,14,3315,0,0,0,13523,20.51
9/18/22,23:00,2846,5481,2012,0,68,475,94,-95,0,3852,0,0,0,14733,17.1
9/19/22,0:00,2846,6477,2104,0,68,677,89,0,64,4129,0,0,0,16454,27.22
9/19/22,1:00,2845,7563,2122,0,68,887,86,0,128,4151,0,0,0,17851,36.15
9/19/22,2:00,2846,7985,2278,0,68,1011,80,0,121,4121,0,0,0,18511,38.8
9/19/22,3:00,2846,8125,2471,0,68,1160,76,0,129,3964,0,0,0,18839,35.12
9/19/22,4:00,2847,7862,2558,0,68,1171,79,0,121,4353,0,0,0,19059,33.8
9/19/22,5:00,2848,7902,2594,0,68,1101,81,0,138,4203,0,0,0,18935,36.38
9/19/22,6:00,2849,8328,2604,0,68,924,79,0,198,3774,0,0,0,18826,39.33
9/19/22,7:00,2849,7840,2591,0,68,533,74,0,338,4001,0,0,0,18294,37.15
9/19/22,8:00,2850,8073,2543,0,68,270,78,0,369,3585,0,0,0,17836,39.33
9/19/22,9:00,2851,8218,2419,0,68,72,80,0,375,3365,0,0,0,17448,45.01
9/19/22,10:00,2851,8418,2394,0,68,0,70,0,367,3130,0,0,0,17299,42.83
9/19/22,11:00,2851,7732,2245,0,68,0,68,0,382,3467,0,0,0,16813,38.33
9/19/22,12:00,2852,7037,2258,0,68,0,77,0,363,3458,0,0,0,16114,33.91
9/19/22,13:00,2853,6387,2263,0,68,0,84,0,215,3413,0,0,0,15284,29.93
9/19/22,14:00,2852,5776,2186,0,68,0,104,-87,0,3608,0,0,0,14507,33.13
9/19/22,15:00,2853,5861,2187,0,68,0,97,-415,0,3243,0,0,0,13895,26.22
9/19/22,16:00,2855,5138,2184,0,68,0,69,-761,0,3403,0,0,0,12957,20.86
9/19/22,17:00,2855,4909,2194,0,68,0,86,-583,0,2769,0,0,0,12299,18.51
9/19/22,18:00,2855,4845,2206,0,68,0,97,-560,0,2803,0,0,0,12313,18.63
9/19/22,19:00,2855,4746,2278,0,68,0,86,-369,0,2745,0,0,0,12410,21.23
9/19/22,20:00,2853,5052,2441,0,68,0,79,-278,0,2220,0,0,0,12435,20.84
9/19/22,21:00,2853,5290,2413,0,68,3,74,-420,0,2215,0,0,0,12497,19.57
9/19/22,22:00,2853,5863,2270,0,68,256,67,-461,0,2096,0,0,0,13012,20.01
9/19/22,23:00,2853,5773,2242,0,68,662,86,0,26,2660,0,0,0,14370,19.63
9/20/22,0:00,2853,6454,2269,0,68,1264,92,0,142,3100,0,0,0,16242,19.07
9/20/22,1:00,2853,6580,2235,0,68,2336,106,0,25,3293,0,0,0,17497,20.79
9/20/22,2:00,2853,6963,2206,0,68,2922,109,-437,0,3098,0,0,0,17783,19.04
9/20/22,3:00,2854,7629,2234,0,68,2943,115,-1376,0,3366,0,0,0,17833,21.89
9/20/22,4:00,2853,7565,2228,0,68,2450,118,-1650,0,3303,0,0,0,16934,0.02
9/20/22,5:00,2852,7370,2240,0,68,2380,119,-361,0,2714,0,0,0,17383,1.01
9/20/22,6:00,2853,7037,2407,0,68,2268,128,-85,0,2718,0,0,0,17394,9.58
9/20/22,7:00,2853,7579,2535,0,68,1527,129,-12,0,2707,0,0,0,17385,16.59
9/20/22,8:00,2854,7865,2576,0,68,712,123,0,214,2834,0,0,0,17246,28.53
9/20/22,9:00,2854,7988,2613,0,68,161,121,0,386,2545,0,0,0,16737,33.91
9/20/22,10:00,2854,7958,2633,0,68,0,109,0,363,2559,0,0,0,16545,33.93
9/20/22,11:00,2854,6949,2669,0,68,0,96,0,361,2782,0,0,0,15779,26.56
9/20/22,12:00,2854,6531,2674,0,68,0,87,0,227,2540,0,0,0,14981,21.24
9/20/22,13:00,2854,6119,2667,0,68,0,86,0,69,2421,0,0,0,14284,19.81
9/20/22,14:00,2854,5730,2633,0,68,0,78,-278,0,2637,0,0,0,13723,17.59
9/20/22,15:00,2854,5446,2634,0,68,0,73,-59,0,2118,0,0,0,13134,17.04
9/20/22,16:00,2855,5031,2455,0,68,0,68,-454,0,2124,0,0,0,12148,17.29
9/20/22,17:00,2856,4773,2146,0,68,0,78,-147,0,1677,0,0,0,11451,17.05
9/20/22,18:00,2856,4799,2035,0,68,0,65,0,6,1799,0,0,0,11629,18.34
9/20/22,19:00,2856,4802,2059,0,68,0,55,0,124,2151,0,0,0,12116,19.56
9/20/22,20:00,2856,4899,2049,0,68,0,51,-234,0,2697,0,0,0,12387,23.44
9/20/22,21:00,2857,4925,1967,0,68,5,50,-264,0,2921,0,0,0,12530,22.72
9/20/22,22:00,2858,5231,1959,0,68,390,55,0,46,2212,0,0,0,12819,16.52
9/20/22,23:00,2857,5257,1974,0,68,1185,59,-84,0,2515,0,0,0,13831,14.43
9/21/22,0:00,2857,6374,2128,0,68,1667,54,0,228,2371,0,0,0,15747,7.42
9/21/22,1:00,2857,6451,2311,0,68,1983,61,-148,0,3142,0,0,0,16725,24.12
9/21/22,2:00,2856,6819,2384,0,68,2179,60,-448,0,3088,0,0,0,17007,22.97
9/21/22,3:00,2857,6866,2426,0,68,2226,64,-547,0,3076,0,0,0,17036,21.71
9/21/22,4:00,2858,6630,2434,0,68,2302,64,-954,0,2680,0,0,0,16083,1.01
9/21/22,5:00,2859,6872,2459,0,68,2635,66,-593,0,2452,0,0,0,16819,2
9/21/22,6:00,2859,6939,2470,0,68,2481,63,-148,0,2295,0,0,0,17027,6.21
9/21/22,7:00,2858,6931,2497,0,68,1860,57,0,10,2692,0,0,0,16973,17.42
9/21/22,8:00,2859,7553,2549,0,68,1046,49,0,404,2478,0,0,0,17007,21.78
9/21/22,9:00,2858,7423,2625,0,68,256,47,0,286,3015,0,0,0,16579,27.86
9/21/22,10:00,2858,7724,2634,0,68,0,34,0,325,2837,0,0,0,16480,23.06
9/21/22,11:00,2859,6819,2579,0,68,0,18,0,317,3024,0,0,0,15683,22.34
9/21/22,12:00,2858,6695,2350,0,68,0,12,0,302,2561,0,0,0,14847,22
9/21/22,13:00,2857,6121,2344,0,68,0,8,0,256,2529,0,0,0,14183,20.45
9/21/22,14:00,2858,5794,2285,0,68,0,5,-178,0,2922,0,0,0,13753,19.79
9/21/22,15:00,2860,5947,2278,0,68,0,3,-273,0,2350,0,0,0,13233,16.77
9/21/22,16:00,2860,5587,2167,0,68,0,2,-583,0,2168,0,0,0,12270,17.19
9/21/22,17:00,2860,5586,2162,0,68,0,2,-1091,0,2020,0,0,0,11606,16.87
9/21/22,18:00,2859,5675,2142,0,68,0,1,-740,0,1704,0,0,0,11709,17
9/21/22,19:00,2858,5680,2199,0,68,0,2,-194,0,1668,0,0,0,12282,17.59
9/21/22,20:00,2860,5683,2402,0,68,0,2,-467,0,1999,0,0,0,12547,18.2
9/21/22,21:00,2861,5773,2351,0,68,3,2,-475,0,2016,0,0,0,12599,19.23
9/21/22,22:00,2861,5961,2208,0,68,310,3,-86,0,1804,0,0,0,13129,17.13
9/21/22,23:00,2860,5925,2298,0,68,750,10,-199,0,2559,0,0,0,14271,17.31
